tier	owner	function	file
F_DEAD	SourceCohortAdvisory6727	throttleMultiplier	engine/truth/SourceCohortAdvisory6727.kt
F_DEAD	SourceTimingRegistry	getFirstSeen	v3/arb/SourceTimingRegistry.kt
F_DEAD	SourceTimingRegistry	getLatestSeen	v3/arb/SourceTimingRegistry.kt
F_DEAD	SourceTimingRegistry	getSourceCount	v3/arb/SourceTimingRegistry.kt
F_DEAD	SourceTimingRegistry	getVenueLagMs	v3/arb/SourceTimingRegistry.kt
F_DEAD	SpecialistContributorMerge6612	mergeCount	engine/truth/SpecialistContributorMerge6612.kt
F_DEAD	SpecialistContributorMerge6612	trackedMints	engine/truth/SpecialistContributorMerge6612.kt
F_DEAD	SpecialistProposalArbiter6629	currentDecision6629	engine/truth/SpecialistProposalArbiter6629.kt
F_DEAD	SpecialistProposalArbiter6629	elect6629	engine/truth/SpecialistProposalArbiter6629.kt
F_DEAD	SpecialistProposalArbiter6629	retireContest6629	engine/truth/SpecialistProposalArbiter6629.kt
F_DEAD	SsiPilotCouncil	pilotNote	engine/SsiPilotCouncil.kt
F_DEAD	StablecoinFlowAI	getRegimeBias	v3/scoring/StablecoinFlowAI.kt
F_DEAD	StaleMarkRunnerProtection6829	clearRefreshAttempts	engine/truth/StaleMarkRunnerProtection6829.kt
F_DEAD	StartupExitOnlyLatch6401	allMet	engine/truth/StartupExitOnlyLatch6401.kt
F_DEAD	StartupExitOnlyLatch6401	evaluateAndMaybeClear	engine/truth/StartupExitOnlyLatch6401.kt
F_DEAD	StartupExitOnlyLatch6401	resetForNewGeneration	engine/truth/StartupExitOnlyLatch6401.kt
F_DEAD	StartupInvariantGate6441	gateOpen	engine/truth/StartupInvariantGate6441.kt
F_DEAD	StartupReconciliation6635	beginRun6635	engine/truth/StartupReconciliation6635.kt
F_DEAD	StartupReconciliation6635	classify6635	engine/truth/StartupReconciliation6635.kt
F_DEAD	StartupReconciliation6635	endRun6635	engine/truth/StartupReconciliation6635.kt
F_DEAD	StartupReconciliation6635	isQuarantined6635	engine/truth/StartupReconciliation6635.kt
F_DEAD	StrategyHypothesisEngine	seedControlArmsFromHistory	engine/StrategyHypothesisEngine.kt
F_DEAD	StrategyTelemetry	bleeders	engine/StrategyTelemetry.kt
F_DEAD	StrategyTelemetry	clearDisabledIfInsufficient	engine/StrategyTelemetry.kt
F_DEAD	StrategyTelemetry	computePaperTerminalLeaderboard	engine/StrategyTelemetry.kt
F_DEAD	StrategyTelemetry	getDisabled	engine/StrategyTelemetry.kt
F_DEAD	StrategyTrainingGate	shouldTrainRouteLayer	engine/execution/StrategyTrainingGate.kt
F_DEAD	StrategyTrustAI	getQuarantineUntil	v4/meta/StrategyTrustAI.kt
F_DEAD	StrategyTrustAI	getTrustRecord	v4/meta/StrategyTrustAI.kt
F_DEAD	StrategyTrustAI	setQuarantine	v4/meta/StrategyTrustAI.kt
F_DEAD	StrategyTruthLedger	auditLine	engine/StrategyTruthLedger.kt
F_DEAD	StrategyTruthLedger	strategyLaneFor	engine/StrategyTruthLedger.kt
F_DEAD	StrategyVariantStore	promoteChild	engine/learning/StrategyVariantStore.kt
F_DEAD	StrategyVariantStore	variantsFor	engine/learning/StrategyVariantStore.kt
F_DEAD	SuperBrainEnhancements	getBreadthTrend	engine/SuperBrainEnhancements.kt
F_DEAD	SuperBrainEnhancements	recordBreadth	engine/SuperBrainEnhancements.kt
F_DEAD	SwapQuote	isTransient	network/JupiterApi.kt
F_DEAD	SwitchboardOracle	isSupported	perps/AlternativeOracles.kt
F_DEAD	SwitchboardOracle	isSupported	perps/AlternativeOracles.kt
F_DEAD	SymbolicContext	getAge	engine/SymbolicContext.kt
F_DEAD	SymbolicContext	isFundingUnfavourable	engine/SymbolicContext.kt
F_DEAD	SymbolicExitReasoner	canHardEscalate	engine/SymbolicExitReasoner.kt
F_DEAD	SymbolicExitReasoner	gradeOnClose	engine/SymbolicExitReasoner.kt
F_DEAD	SymbolicExitReasoner	gradeOnUpdate	engine/SymbolicExitReasoner.kt
F_DEAD	SymbolicExitReasoner	noteFire	engine/SymbolicExitReasoner.kt
F_DEAD	SymbolicInvariantProver	allPassed	engine/SymbolicInvariantProver.kt
F_DEAD	SymbolicInvariantProver	firstSrc	engine/SymbolicInvariantProver.kt
F_DEAD	SymbolicInvariantProver	proveSourceContracts	engine/SymbolicInvariantProver.kt
F_DEAD	SymbolicVerdictRegistry	activeVerdictCount	engine/SymbolicVerdictRegistry.kt
F_DEAD	TacticSwitcher	historicalOutcomeCount6486	engine/learning/TacticSwitcher.kt
F_DEAD	TacticSwitcher	maybeRotateFromMemory	engine/learning/TacticSwitcher.kt
F_DEAD	TelegramBot	alertEntry	engine/TelegramBot.kt
F_DEAD	TelegramBot	alertLearningInsight	engine/TelegramBot.kt
F_DEAD	TelegramBot	alertTreasuryMilestone	engine/TelegramBot.kt
F_DEAD	TelegramScraper	scrapePublicChannel	network/TelegramScraper.kt
F_DEAD	TerminalFinalityAuthority6405	clearGeneration	engine/truth/TerminalFinalityAuthority6405.kt
F_DEAD	TicketAuthorityContinuity6624	materiallyEqualTo	engine/truth/TicketAuthorityContinuity6624.kt
F_DEAD	TicketAuthorityContinuity6624	recordOriginalBasis6624	engine/truth/TicketAuthorityContinuity6624.kt
F_DEAD	TicketAuthorityContinuity6624	shouldResealOrReject6624	engine/truth/TicketAuthorityContinuity6624.kt
F_DEAD	TimeModeScheduler	clearSchedule	engine/TimeModeScheduler.kt
F_DEAD	TimeModeScheduler	getBestHoursForMode	engine/TimeModeScheduler.kt
F_DEAD	TimeModeScheduler	getSchedule	engine/TimeModeScheduler.kt
F_DEAD	TimeModeScheduler	getWorstHoursForMode	engine/TimeModeScheduler.kt
F_DEAD	TimeModeScheduler	setAutoSwitchEnabled	engine/TimeModeScheduler.kt
F_DEAD	TimeModeScheduler	setScheduleOverride	engine/TimeModeScheduler.kt
F_DEAD	TimeOptimizationAI	getCurrentDayOfWeek	engine/TimeOptimizationAI.kt
F_DEAD	TimeOptimizationAI	getCurrentSession	engine/TimeOptimizationAI.kt
F_DEAD	TimeOptimizationAI	isWeekend	engine/TimeOptimizationAI.kt
F_DEAD	TokenLifecycleTracker	markReconcileFailed	engine/TokenLifecycleTracker.kt
F_DEAD	TokenLifecycleTracker	purgeTerminalRecord	engine/TokenLifecycleTracker.kt
F_DEAD	TokenMapAuthority	buyAttemptId	engine/TokenMapAuthority.kt
F_DEAD	TokenMapVersionGuard6411	bumpLaneRoutingVersion	engine/truth/TokenMapVersionGuard6411.kt
F_DEAD	TokenMapVersionGuard6411	bumpMappingVersion	engine/truth/TokenMapVersionGuard6411.kt
F_DEAD	TokenMapVersionGuard6411	currentLaneRoutingVersion	engine/truth/TokenMapVersionGuard6411.kt
F_DEAD	TokenMapVersionGuard6411	currentMappingVersion	engine/truth/TokenMapVersionGuard6411.kt
F_DEAD	TokenMergeQueue	agePressure6877	engine/TokenMergeQueue.kt
F_DEAD	TokenMergeQueue	flushAll	engine/TokenMergeQueue.kt
F_DEAD	TokenMetaCache	pruneStale	engine/TokenMetaCache.kt
F_DEAD	TokenMetricStageRouter	reasonFor	engine/TokenMetricStageRouter.kt
F_DEAD	TokenRefreshPolicy	forget	engine/TokenRefreshPolicy.kt
F_DEAD	TokenWinMemory	logDetailedStats	engine/TokenWinMemory.kt
F_DEAD	TokenizedAssetRegistry	knownSymbols	perps/TokenizedAssetRegistry.kt
F_DEAD	TokenizedStockTrader	isRegularTradingHours	perps/TokenizedStockTrader.kt
F_DEAD	ToxicModeCircuitBreaker	forceTripForTests	engine/ToxicModeCircuitBreaker.kt
F_DEAD	ToxicModeCircuitBreaker	freezeMode	engine/ToxicModeCircuitBreaker.kt
F_DEAD	ToxicModeCircuitBreaker	getLiquidityFloor	engine/ToxicModeCircuitBreaker.kt
F_DEAD	ToxicModeCircuitBreaker	isModeDisabled	engine/ToxicModeCircuitBreaker.kt
F_DEAD	ToxicModeCircuitBreaker	unfreezeMode	engine/ToxicModeCircuitBreaker.kt
F_DEAD	TradeAlerts	custom	engine/TradeAlerts.kt
F_DEAD	TradeAlerts	onCircuitBreaker	engine/TradeAlerts.kt
F_DEAD	TradeAlerts	onTreasuryMilestone	engine/TradeAlerts.kt
F_DEAD	TradeAuthorizer	forceAgeOpenLockForTests	engine/TradeAuthorizer.kt
F_DEAD	TradeAuthorizer	forceOpenLockForTests	engine/TradeAuthorizer.kt
F_DEAD	TradeAuthorizer	getShadowTracking	engine/TradeAuthorizer.kt
F_DEAD	TradeAuthorizer	getTokenBooks	engine/TradeAuthorizer.kt
F_DEAD	TradeAuthorizer	getTokenState	engine/TradeAuthorizer.kt
F_DEAD	TradeAuthorizer	getTokensInBook	engine/TradeAuthorizer.kt
F_DEAD	TradeAuthorizer	hasOpenPositionInBook	engine/TradeAuthorizer.kt
F_DEAD	TradeAuthorizer	rejectAuth4424	engine/TradeAuthorizer.kt
F_DEAD	TradeAuthorizer	releasePrimaryAfterAuthFailure	engine/TradeAuthorizer.kt
F_DEAD	TradeDatabase	getTradesByPhase	engine/TradeDatabase.kt
F_DEAD	TradeHistoryStore	getAllTradesIncludingInvalidForensics	engine/TradeHistoryStore.kt
F_DEAD	TradeHistoryStore	invalidateStatsCache	engine/TradeHistoryStore.kt
F_DEAD	TradeHistoryStore	openMintSetFromJournal	engine/TradeHistoryStore.kt
F_DEAD	TradeHistoryStore	pnlSol	engine/TradeHistoryStore.kt
F_DEAD	TradeHistoryStore	recordTrades	engine/TradeHistoryStore.kt
F_DEAD	TradeIdentityManager	shortId	engine/TradeIdentity.kt
F_DEAD	TradeLessonRecorder	getLeverageLessons	v4/meta/TradeLessonRecorder.kt
F_DEAD	TradeLessonRecorder	getNarrativeLessons	v4/meta/TradeLessonRecorder.kt
F_DEAD	TradeLessonRecorder	getRegimeLessons	v4/meta/TradeLessonRecorder.kt
F_DEAD	TradeLifecycle	canApprove	engine/TradeLifecycle.kt
F_DEAD	TradeLifecycle	durationMs	engine/TradeLifecycle.kt
F_DEAD	TradeLifecycle	filtered	engine/TradeLifecycle.kt
F_DEAD	TradeLifecycle	fullHistory	engine/TradeLifecycle.kt
F_DEAD	TradeLifecycle	getCompleted	engine/TradeLifecycle.kt
F_DEAD	TradeLifecycle	resetForRetry	engine/TradeLifecycle.kt
F_DEAD	TradeRowSanityCheck	totalAdmitted	engine/learning/TradeRowSanityCheck.kt
F_DEAD	TradeState	clearState	engine/TradeStateMachine.kt
F_DEAD	TradeState	getCooldownRemaining	engine/TradeStateMachine.kt
F_DEAD	TraderSizingBridge6444	declaredCaps	engine/truth/TraderSizingBridge6444.kt
F_DEAD	TradingCopilot	getAssetWindow	engine/TradingCopilot.kt
F_DEAD	TradingCopilot	isAggressiveHunt	engine/TradingCopilot.kt
F_DEAD	TradingCopilot	isEmergencyBrake	engine/TradingCopilot.kt
F_DEAD	TradingCopilot	layerWeight	engine/TradingCopilot.kt
F_DEAD	TreasuryManager	defaultWithdrawal	engine/TreasuryManager.kt
F_DEAD	TreasuryManager	maxWithdrawable	engine/TreasuryManager.kt
F_DEAD	TreasuryManager	requestWithdrawal	engine/TreasuryManager.kt
F_DEAD	TreasuryManager	tradeableBalance	engine/TreasuryManager.kt
F_DEAD	TreasuryOpportunityEngine	getActiveDeployments	engine/TreasuryOpportunityEngine.kt
F_DEAD	TreasuryOpportunityEngine	shouldDeploy	engine/TreasuryOpportunityEngine.kt
F_DEAD	TreasuryWalletManager	destinationAddress	engine/TreasuryWalletManager.kt
F_DEAD	TursoClient	getMarketsTradesForReplay	collective/TursoClient.kt
F_DEAD	TursoClient	nukeBadData	collective/TursoClient.kt
F_DEAD	TursoClient	saveLeadLagPair	collective/TursoClient.kt
F_DEAD	TursoClient	testConnection	collective/TursoClient.kt
F_DEAD	TursoDefaults	validOrDefaultToken	data/BotConfig.kt
F_DEAD	TursoDefaults	validOrDefaultUrl	data/BotConfig.kt
F_DEAD	UiState	toggleBot	ui/BotViewModel.kt
F_DEAD	UltraFastRugDetectorAI	getMonitoredCount	v3/scoring/UltraFastRugDetectorAI.kt
F_DEAD	UnifiedModeOrchestrator	deactivateMode	engine/UnifiedModeOrchestrator.kt
F_DEAD	UnifiedModeOrchestrator	evaluateMarket	engine/UnifiedModeOrchestrator.kt
F_DEAD	UnifiedModeOrchestrator	recordTradeByTag	engine/UnifiedModeOrchestrator.kt
F_DEAD	UnifiedPolicyHead	advisoryUsageHits	engine/UnifiedPolicyHead.kt
F_DEAD	UnifiedPolicyHead	authoritativeOverrideHits	engine/UnifiedPolicyHead.kt
F_DEAD	UnifiedPolicyHead	calibrationDemoteHits	engine/UnifiedPolicyHead.kt
F_DEAD	UnifiedPolicyHead	causalBoundCount6681	engine/UnifiedPolicyHead.kt
F_DEAD	UnifiedPolicyHead	causalMissCount6681	engine/UnifiedPolicyHead.kt
F_DEAD	UnifiedPolicyHead	causalOutcomeCount6681	engine/UnifiedPolicyHead.kt
F_DEAD	UnifiedPolicyHead	laneOwnHeadTrainedCount6605	engine/UnifiedPolicyHead.kt
F_DEAD	UnifiedScorer	fluidScale	v3/scoring/UnifiedScorer.kt
F_DEAD	UnifiedScorer	genEqScale	v3/scoring/UnifiedScorer.kt
F_DEAD	UnifiedScorer	moduleNames	v3/scoring/UnifiedScorer.kt
F_DEAD	UnifiedScorer	polarityFlip	v3/scoring/UnifiedScorer.kt
F_DEAD	UnifiedScorer	symmetricTrust	v3/scoring/UnifiedScorer.kt
F_DEAD	UnitTypes6344	costOf	engine/UnitTypes6344.kt
F_DEAD	UnitTypes6344	toSolPrice	engine/UnitTypes6344.kt
F_DEAD	UnitTypes6344	toUsdPrice	engine/UnitTypes6344.kt
F_DEAD	UniversalBridgeEngine	getBridgeStats	engine/UniversalBridgeEngine.kt
F_DEAD	UniversalBridgeEngine	releaseCapital	engine/UniversalBridgeEngine.kt
F_DEAD	UniversalRouteEngine	buildBuyRoute	engine/execution/UniversalRouteEngine.kt
F_DEAD	UniversalRouteEngine	isPumpFamilyMint	engine/execution/UniversalRouteEngine.kt
F_DEAD	UniversalRouteEngine	newBuyIntent	engine/execution/UniversalRouteEngine.kt
F_DEAD	UniversalSlLeaseRegistry6402	oldestLeaseAgeMs	engine/truth/UniversalSlLeaseRegistry6402.kt
F_DEAD	UniversalSlSentinel6504	noteDone	engine/truth/UniversalSlSentinel6504.kt
F_DEAD	UniversalSlSentinel6504	noteReset	engine/truth/UniversalSlSentinel6504.kt
F_DEAD	UniversalSlSentinel6504	noteStart	engine/truth/UniversalSlSentinel6504.kt
F_DEAD	UniverseHealthActivity	navBtn	ui/UniverseHealthActivity.kt
F_DEAD	V3Adapter	getLearningStore	v3/bridge/V3Adapter.kt
F_DEAD	V3Adapter	getOrchestrator	v3/bridge/V3Adapter.kt
F_DEAD	V3Adapter	processV3	v3/bridge/V3Adapter.kt
F_DEAD	V3Adapter	toLearningMetrics	v3/bridge/V3Adapter.kt
F_DEAD	V3Adapter	toOpsMetrics	v3/bridge/V3Adapter.kt
F_DEAD	V3Adapter	toWallet	v3/bridge/V3Adapter.kt
F_DEAD	V3Adapter	updateExposure	v3/bridge/V3Adapter.kt
F_DEAD	V3ConfidenceConfig	clearCustomOverrides	engine/V3ConfidenceConfig.kt
F_DEAD	V3ConfidenceConfig	getAllModes	engine/V3ConfidenceConfig.kt
F_DEAD	V3ConfidenceConfig	getModeDescription	engine/V3ConfidenceConfig.kt
F_DEAD	V3ConfidenceConfig	hasCustomOverrides	engine/V3ConfidenceConfig.kt
F_DEAD	V3ConfidenceConfig	setCustomOverrides	engine/V3ConfidenceConfig.kt
F_DEAD	V3ConfidenceConfig	setMode	engine/V3ConfidenceConfig.kt
F_DEAD	V3EngineManager	executeV3Trade	v3/V3EngineManager.kt
F_DEAD	V3EngineManager	getMode	v3/V3EngineManager.kt
F_DEAD	V3EngineManager	isSuccess	v3/V3EngineManager.kt
F_DEAD	V3EngineManager	notReady	v3/V3EngineManager.kt
F_DEAD	V3EngineManager	recordV3OutcomeVsFdg	v3/V3EngineManager.kt
F_DEAD	V3EngineManager	shadowOnly	v3/V3EngineManager.kt
F_DEAD	V3EngineManager	shouldExecute	v3/V3EngineManager.kt
F_DEAD	V3VerdictContract6622	detect6622	engine/truth/V3VerdictContract6622.kt
F_DEAD	V3VerdictContract6622	isFatal6622	engine/truth/V3VerdictContract6622.kt
F_DEAD	V3VerdictContract6622	parse6622	engine/truth/V3VerdictContract6622.kt
F_DEAD	V3VerdictContract6622	recordSpecialistOverride6622	engine/truth/V3VerdictContract6622.kt
F_DEAD	VoiceDiagnostics	cacheHitRate	engine/voice/VoiceDiagnostics.kt
F_DEAD	VoiceManager	getBackend	engine/VoiceManager.kt
F_DEAD	VoiceManager	setBackend	engine/VoiceManager.kt
F_DEAD	VoiceSfxLibrary	cacheDir	engine/voice/VoiceSfxLibrary.kt
F_DEAD	WalletActivity	applyWithdrawPct	ui/WalletActivity.kt
F_DEAD	WalletActivity	currentTreasury	ui/WalletActivity.kt
F_DEAD	WalletAssetClass6387	classifyFrozen	engine/truth/WalletAssetClassification6387.kt
F_DEAD	WalletAssetClass6387	countsAsFreeEntrySlot	engine/truth/WalletAssetClassification6387.kt
F_DEAD	WalletAssetClass6387	isDeletedMint	engine/truth/WalletAssetClassification6387.kt
F_DEAD	WalletAssetClass6387	isLearningEligible	engine/truth/WalletAssetClassification6387.kt
F_DEAD	WalletConnectionState	getCurrentRpcUrl	engine/WalletManager.kt
F_DEAD	WalletConnectionState	loadMultiChainWallet	engine/WalletManager.kt
F_DEAD	WalletPositionLock	getBreakdown	engine/WalletPositionLock.kt
F_DEAD	WalletPositionLock	getExposurePct	engine/WalletPositionLock.kt
F_DEAD	WalletPositionLock	getTotalDeployed	engine/WalletPositionLock.kt
F_DEAD	WalletReconciler	isHeldOrOpen	engine/WalletReconciler.kt
F_DEAD	WalletReconciler	knownMintContains	engine/WalletReconciler.kt
F_DEAD	WalletTokenMemory	getAllEntries	engine/WalletTokenMemory.kt
F_DEAD	WalletTokenMemory	isKnownOpenPosition	engine/WalletTokenMemory.kt
F_DEAD	WatchlistEngine	addCategoryToWatchlist	perps/WatchlistEngine.kt
F_DEAD	WatchlistEngine	isOnWatchlist	perps/WatchlistEngine.kt
F_DEAD	WatchlistEngine	setAlertCallback	perps/WatchlistEngine.kt
F_DEAD	WatchlistRebalanceThrottle6433	markMaterialChange	engine/truth/WatchlistRebalanceThrottle6433.kt
F_DEAD	WatchlistRebalanceThrottle6433	maybeRun	engine/truth/WatchlistRebalanceThrottle6433.kt
F_DEAD	WatchlistRebalanceThrottle6433	maybeRunInternal	engine/truth/WatchlistRebalanceThrottle6433.kt
F_DEAD	WatchlistTtlPolicy	dedupeByMint	engine/WatchlistTtlPolicy.kt
F_DEAD	WaveEntryQualityGate6382	evaluateForTests	engine/WaveEntryQualityGate6382.kt
F_DEAD	WhaleDetector	clearToken	engine/WhaleDetector.kt
F_DEAD	WhaleWalletTracker	getRecentMovements	engine/WhaleWalletTracker.kt
F_DEAD	WhaleWalletTracker	getWatchedWhaleMovements	engine/WhaleWalletTracker.kt
F_DEAD	WhaleWalletTracker	getWatchedWhales	engine/WhaleWalletTracker.kt
F_DEAD	WhaleWalletTracker	recordFollowOutcome	engine/WhaleWalletTracker.kt
F_DEAD	WhaleWalletTracker	setOnMovementCallback	engine/WhaleWalletTracker.kt
F_DEAD	WhaleWalletTracker	unwatchWhale	engine/WhaleWalletTracker.kt
F_DEAD	WhaleWalletTracker	watchWhale	engine/WhaleWalletTracker.kt
F_DEAD	WorkerPoolDomainRegistry6411	canDegradedEntry	engine/truth/WorkerPoolDomainRegistry6411.kt
F_DEAD	WorkerPoolDomainRegistry6411	markDisabled	engine/truth/WorkerPoolDomainRegistry6411.kt
F_DEAD	WorkerPoolDomainRegistry6411	markHealthy	engine/truth/WorkerPoolDomainRegistry6411.kt
F_DEAD	XScraper	checkSolanaAccounts	network/XScraper.kt
